type,gene,db_xref,start,end,Length,strand,product
CDS,pdxJ,GI:378700478,2720159,2720890,733,-1,Pyridoxal phosphate biosynthetic protein pdxJ
CDS,recO,GI:378700479,2720902,2721630,730,-1,DNA repair protein RecO
CDS,era,GI:378700480,2721642,2722547,907,-1,GTP-binding protein era
CDS,rnc,GI:378700481,2722544,2723224,682,-1,Ribonuclease III
CDS,lepB,GI:378700482,2723498,2724472,976,-1,signal peptidase I
CDS,lepA,GI:378700483,2724489,2726288,1801,-1,GTP-binding protein LepA
CDS,none,GI:378700484,2726717,2728186,1471,1,leucine rich hypothetical protein
CDS,none,GI:378700485,2729043,2729588,547,1,putative transposase
CDS,none,GI:378700486,2730253,2730318,67,-1,bacteriophage protein
CDS,none,GI:378700487,2730700,2730927,229,1,Endodeoxyribonuclease
CDS,none,GI:378700488,2731024,2731602,580,-1,DNA Binding protein
CDS,none,GI:378700489,2731592,2732416,826,-1,bacteriophage protein
CDS,none,GI:378700490,2732413,2734785,2374,-1,DNA recombinase
CDS,none,GI:378700491,2734839,2735081,244,-1,bacteriophage protein
CDS,none,GI:378700492,2735120,2738482,3364,-1,bacteriophage protein
CDS,none,GI:378700493,2738544,2739191,649,-1,bacteriophage protein
CDS,none,GI:378700494,2739089,2739826,739,-1,bacteriophage protein
CDS,none,GI:378700495,2739833,2740534,703,-1,bacteriophage protein
CDS,none,GI:378700496,2740541,2740870,331,-1,bacteriophage protein
CDS,none,GI:378700497,2740873,2743968,3097,-1,bacteriophage protein
CDS,none,GI:378700498,2743940,2744257,319,-1,bacteriophage protein
CDS,none,GI:378700499,2744275,2744670,397,-1,bacteriophage protein
CDS,none,GI:378700500,2744721,2745467,748,-1,bacteriophage protein
CDS,none,GI:378700501,2745475,2745876,403,-1,bacteriophage protein
CDS,gipA,GI:378700502,2745865,2747115,1252,1,putative virulence factor
CDS,none,GI:378700503,2747164,2747742,580,-1,bacteriophage protein
CDS,none,GI:378700504,2747770,2748153,385,-1,bacteriophage protein
CDS,none,GI:378700505,2748164,2748523,361,-1,bacteriophage protein
CDS,none,GI:378700506,2748581,2749609,1030,-1,bacteriophage protein
CDS,none,GI:378700507,2749664,2750011,349,-1,bacteriophage protein
CDS,none,GI:378700508,2750024,2751472,1450,-1,putative bacteriophage tail protein
CDS,none,GI:378700509,2751510,2753090,1582,-1,bacteriophage protein
CDS,none,GI:378700510,2753087,2753290,205,-1,bacteriophage protein
CDS,none,GI:378700511,2753274,2755205,1933,-1,bacteriophage protein
CDS,none,GI:378700512,2755177,2755722,547,-1,putative DNA packaging protein
CDS,none,GI:378700513,2756009,2756410,403,1,bacteriophage protein
CDS,none,GI:378700514,2756646,2757119,475,-1,bacteriophage protein
CDS,none,GI:378700515,2757116,2757568,454,-1,bacteriophage lysozyme
CDS,none,GI:378700516,2758157,2758843,688,1,putative bacteriophage encoded virulence protein
tRNA,none,none,2759338,2759411,75,-1,tRNA-Arg
CDS,none,GI:378700517,2759753,2760316,565,-1,bacteriophage protein
CDS,none,GI:378700518,2760589,2761266,679,-1,putative antitermination protein
CDS,none,GI:378700519,2761263,2761403,142,-1,putative bacteriophage protein
CDS,none,GI:378700520,2761400,2762011,613,-1,bacteriophage protein
CDS,none,GI:378700521,2762220,2762822,604,-1,bacteriophage protein
CDS,none,GI:378700522,2762857,2763105,250,-1,bacteriophage protein
CDS,none,GI:378700523,2763222,2763455,235,-1,putative damage-inducible protein
CDS,none,GI:378700524,2763714,2763905,193,-1,bacteriophage protein
CDS,none,GI:378700525,2764017,2764298,283,-1,bacteriophage protein
CDS,none,GI:378700526,2764291,2764944,655,-1,bacteriophage protein
CDS,none,GI:378700527,2764947,2765417,472,-1,putative methyltransferase
CDS,none,GI:378700528,2765419,2766084,667,-1,putative bacteriophage protein
CDS,gpP,GI:378700529,2766099,2766791,694,-1,replication protein P
CDS,gpO,GI:378700530,2766788,2767693,907,-1,bacteriophage replication protein
CDS,cII,GI:378700531,2767785,2768207,424,-1,regulatory protein CII
CDS,none,GI:378700532,2768366,2768833,469,1,putative DNA-binding protein
CDS,none,GI:378700533,2768985,2770070,1087,1,bacteriophage protein
CDS,none,GI:378700534,2770178,2770384,208,-1,bacteriophage protein
CDS,recE,GI:378700535,2771095,2774295,3202,1,exodeoxyribonuclease VIII
CDS,none,GI:378700536,2774306,2775415,1111,1,bacteriophage protein
CDS,none,GI:378700537,2775458,2775697,241,1,bacteriophage protein
CDS,none,GI:378700538,2775738,2776022,286,1,bacteriophage protein
CDS,none,GI:378700539,2776000,2777229,1231,-1,bacteriophage integrase
CDS,rseC,GI:378700540,2777727,2778206,481,-1,sigma-E factor regulatory protein RseC
CDS,rseB,GI:378700541,2778203,2779159,958,-1,sigma-E factor regulatory protein RseB
CDS,rseA,GI:378700542,2779159,2779809,652,-1,sigma-E factor negative regulatory protein
CDS,rpoE,GI:378700543,2779841,2780416,577,-1,RNA polymerase sigma-E factor (sigma-24)
CDS,nadB,GI:378700544,2780841,2782463,1624,1,L-aspartate oxidase
CDS,none,GI:378700545,2782448,2783185,739,-1,hypothetical protein
CDS,srmB,GI:378700546,2783316,2784650,1336,1,ATP-dependent RNA helicase SrmB
CDS,none,GI:378700547,2784668,2785567,901,-1,LysR family transcriptional regulator
CDS,yfiK,GI:378700548,2785670,2786257,589,1,hypothetical protein
CDS,none,GI:378700549,2786319,2786702,385,-1,hypothetical protein
CDS,ung,GI:378700550,2787021,2787710,691,1,uracil-DNA glycosylase
CDS,yfiF,GI:378700551,2787826,2788863,1039,-1,putative RNA methyltransferase
CDS,trxC,GI:378700552,2789067,2789486,421,1,thioredoxin 2
CDS,none,GI:378700553,2789559,2790239,682,1,hypothetical protein
CDS,none,GI:378700554,2790293,2792953,2662,1,putative acyl-CoA synthetase
CDS,pssA,GI:378700555,2793068,2794423,1357,1,CDP-diacylglycerol--serine O-phosphatidyltransferase
CDS,none,GI:378700556,2794468,2794791,325,1,hypothetical protein
CDS,kgtP,GI:378700557,2794788,2796089,1303,-1,alpha-ketoglutarate permease
CDS,none,GI:378700558,2796193,2796648,457,-1,hypothetical protein
rRNA,none,none,2796853,2796974,123,-1,5S ribosomal RNA
tRNA,none,none,2800374,2800446,74,-1,tRNA-Glu
rRNA,none,none,2800520,2802063,1545,-1,16S ribosomal RNA
CDS,clpB,GI:378700559,2802529,2805102,2575,-1,ClpB protein
CDS,none,GI:378700560,2805232,2805963,733,-1,hypothetical protein
CDS,rluD,GI:378700561,2805960,2806940,982,-1,ftsH suppressor protein SfhB
CDS,none,GI:378700562,2807072,2807809,739,1,putative lipoprotein
CDS,yfiA,GI:378700563,2808081,2808419,340,1,putative sigma(54) modulation protein
CDS,pheA,GI:378700564,2808670,2809830,1162,1,chorismate mutase-P/prephenate dehydratase
CDS,none,GI:378700565,2809791,2810699,910,-1,hypothetical protein
CDS,tyrA,GI:378700566,2810757,2811824,1069,-1,chorismate mutase/prephenate dehydrogenase
CDS,aroF,GI:378700567,2811888,2812958,1072,-1,"phospho-2-dehydro-3-deoxyheptonate aldolase, tyr-sensitive"
CDS,none,GI:378700568,2813398,2813916,520,1,hypothetical protein
CDS,yfiN,GI:378700569,2813909,2815129,1222,1,hypothetical protein
CDS,int,GI:378700570,2815382,2816431,1051,-1,bacteriophage integrase
CDS,none,GI:378700571,2816456,2816794,340,-1,hypothetical protein
CDS,none,GI:378700572,2816803,2817798,997,-1,putative repressor protein
CDS,none,GI:378700573,2817762,2818115,355,1,bacteriophage protein
CDS,cII,GI:378700574,2818166,2818675,511,1,bacteriophage regulatory protein
CDS,none,GI:378700575,2818683,2818883,202,1,bacteriophage protein
CDS,none,GI:378700576,2818847,2819185,340,1,bacteriophage protein
CDS,none,GI:378700577,2819253,2819480,229,1,bacteriophage protein
CDS,none,GI:378700578,2819480,2819704,226,1,bacteriophage protein
CDS,none,GI:378700579,2819701,2820222,523,1,bacteriophage-like protein
CDS,none,GI:378700580,2820291,2823074,2785,1,putative bacteriophage replication protein
CDS,gpF,GI:378700581,2823088,2823573,487,1,bacteriophage tail protein
CDS,gpD,GI:378700582,2823570,2824736,1168,1,bacteriophage late control gene
CDS,none,GI:378700583,2824931,2825620,691,1,bacteriophage protein
CDS,gpB,GI:378700584,2825697,2825915,220,1,bacteriophage late control gene
CDS,rpl19,GI:378700585,2826061,2826408,349,-1,50S ribosomal protein L19
CDS,trmD,GI:378700586,2826449,2827216,769,-1,tRNA (guanine-N1) methyltransferase
CDS,rimM,GI:378700587,2827261,2827809,550,-1,16S rRNA processing protein RimM
CDS,rps16,GI:378700588,2827828,2828076,250,-1,30S ribosomal protein S16
CDS,ffh,GI:378700589,2828390,2829751,1363,-1,signal recognition particle protein
CDS,corE,GI:378700590,2829917,2830708,793,1,hypothetical protein
CDS,corB,GI:378700591,2830773,2832014,1243,1,hypothetical protein
CDS,none,GI:378700592,2832135,2832740,607,1,hypothetical protein
CDS,grpE,GI:378700593,2832775,2833365,592,-1,heat shock protein GrpE (heat shock protein b25.3) (hsp24)
CDS,none,GI:378700594,2833488,2834366,880,1,hypothetical protein
CDS,recN,GI:378700595,2834452,2836113,1663,1,DNA repair protein
CDS,smpA,GI:378700596,2836262,2836600,340,1,small protein A
CDS,rnfH,GI:378700597,2836766,2837056,292,-1,hypothetical protein
CDS,none,GI:378700598,2837046,2837522,478,-1,hypothetical protein
CDS,smpB,GI:378700599,2837672,2838154,484,1,SsrA (tmRNA)-binding protein
CDS,none,GI:378700600,2838768,2850242,11476,1,hypothetical protein
CDS,none,GI:378700601,2850307,2851716,1411,1,putative type I secretion protein
CDS,none,GI:378700602,2851713,2853893,2182,1,"putative type I secretion protein, ATP-binding protein"
CDS,none,GI:378700603,2853901,2855064,1165,1,putative type I secretion protein
CDS,none,GI:378700604,2855616,2855834,220,-1,putative positive regulator of late gene transcription
CDS,none,GI:378700605,2855903,2857003,1102,-1,putative regulator of late gene expression
CDS,gpU,GI:378700606,2857000,2857485,487,-1,putative bacteriophage tail protein
CDS,none,GI:378700607,2857482,2860289,2809,-1,bacteriophage protein
CDS,gpE',GI:378700608,2860282,2860401,121,-1,bacteriophage protein
CDS,gpE,GI:378700609,2860416,2860718,304,-1,putative bacteriophage tail protein
CDS,none,GI:378700610,2860773,2861288,517,-1,major tail tube protein
CDS,none,GI:378700611,2861298,2862470,1174,-1,major tail sheath protein
CDS,none,GI:378700612,2862587,2862790,205,-1,putative DNA-invertase
CDS,sopE,GI:378700613,2863004,2863726,724,1,invasion-associated secreted protein
CDS,none,GI:378700614,2863923,2864330,409,-1,putative bacteriophage tail fiber protein
CDS,none,GI:378700615,2864337,2865956,1621,-1,bacteriophage tail fiber protein
CDS,gpI,GI:378700616,2865953,2866558,607,-1,putative bacteriophage tail protein
CDS,gpJ,GI:378700617,2866551,2867459,910,-1,bacteriophage baseplate assembly protein
CDS,gpW,GI:378700618,2867446,2867805,361,-1,bacteriophage baseplate assembly protein
CDS,none,GI:378700619,2867802,2868380,580,-1,putative bacteriophage baseplate assembly protein
CDS,none,GI:378700620,2868449,2868895,448,-1,putative bacteriophage tail completion protein
CDS,none,GI:378700621,2868888,2869319,433,-1,putative bacteriophage tail protein
CDS,none,GI:378700622,2869282,2869485,205,-1,bacteriophage protein (thought to be involved in host lysis)
CDS,none,GI:378700623,2869415,2869843,430,-1,putative regulatory protein
CDS,none,GI:378700624,2869840,2870214,376,-1,bacteriophage protein
CDS,nucD2,GI:378700625,2870219,2870689,472,-1,putative lysozyme
CDS,nucE2,GI:378700626,2870709,2870924,217,-1,secretion protein
CDS,none,GI:378700627,2870928,2871131,205,-1,putative bacteriophage tail protein
CDS,none,GI:378700628,2871131,2871595,466,-1,putative capsid completion protein
CDS,none,GI:378700629,2871689,2872342,655,-1,putative bacteriophage terminase
CDS,none,GI:378700630,2872346,2873428,1084,-1,putative major capsid protein
CDS,none,GI:378700631,2873445,2874278,835,-1,putative capsid protein
CDS,none,GI:378700632,2874421,2876187,1768,1,terminase subunit
CDS,none,GI:378700633,2876187,2877218,1033,1,capsid portal protein
CDS,none,GI:378700634,2877245,2878222,979,-1,putative competence protein
CDS,none,GI:378700635,2878212,2878793,583,-1,bacteriophage protein
CDS,none,GI:378700636,2879070,2879447,379,-1,bacteriophage protein
CDS,none,GI:378700637,2879425,2880480,1057,-1,bacteriophage protein
CDS,none,GI:378700638,2880640,2880873,235,-1,putative bacteriophage sos operon Tum protein
CDS,none,GI:378700639,2880885,2881073,190,-1,bacteriophage protein
CDS,none,GI:378700640,2881397,2883640,2245,-1,bacteriophage protein
CDS,none,GI:378700641,2883631,2884488,859,-1,DNA adenine methylase
CDS,none,GI:378700642,2884485,2884712,229,-1,bacteriophage protein
CDS,none,GI:378700643,2885007,2885348,343,-1,bacteriophage protein
CDS,none,GI:378700644,2885312,2885608,298,-1,bacteriophage protein
CDS,cII,GI:378700645,2885953,2886462,511,-1,bacteriophage regulatory protein
CDS,apl,GI:378700646,2886495,2886743,250,-1,bacteriophage regulatory protein
CDS,cI,GI:378700647,2886920,2887495,577,1,bacteriophage repressor protein cI
CDS,none,GI:378700648,2887497,2888522,1027,1,bacteriophage integrase
CDS,none,GI:378700649,2888519,2889730,1213,1,hypothetical protein
CDS,none,GI:378700650,2890073,2891269,1198,1,bacteriophage integrase
CDS,none,GI:378700651,2891273,2892970,1699,-1,hypothetical protein
CDS,none,GI:378700652,2892957,2893190,235,-1,hypothetical protein
CDS,none,GI:378700653,2893177,2893725,550,-1,hypothetical protein
CDS,none,GI:378700654,2894442,2895008,568,-1,bacteriophage polarity suppression protein
CDS,none,GI:378700655,2895025,2895267,244,-1,bacteriophage gene regulatory protein
CDS,none,GI:378700656,2895264,2896067,805,-1,bacteriophage capsid protein
CDS,none,GI:378700657,2896802,2897353,553,1,bacteriophage protein
CDS,none,GI:378700658,2897350,2897577,229,1,bacteriophage protein
CDS,none,GI:378700659,2897574,2897894,322,1,P4 bacteriophage protein
CDS,none,GI:378700660,2897858,2900242,2386,1,bacteriophage P4 DNA primase
CDS,none,GI:378700661,2901981,2902619,640,1,hypothetical protein
CDS,none,GI:378700662,2903009,2904202,1195,1,hypothetical protein
CDS,none,GI:378700663,2904537,2905364,829,-1,hypothetical protein
CDS,none,GI:378700664,2905815,2906030,217,1,hypothetical protein
CDS,none,GI:378700665,2906066,2908135,2071,1,putative inner membrane protein
CDS,none,GI:378700666,2908638,2909921,1285,1,putative ATPase
CDS,none,GI:378700667,2909966,2910784,820,1,hypothetical protein
CDS,none,GI:378700668,2910939,2911295,358,-1,putative transcriptional regulator
CDS,none,GI:378700669,2911390,2911674,286,1,regulator for maltose metabolism
CDS,none,GI:378700670,2911787,2912308,523,1,glucitol/sorbitol permease IIC component
CDS,none,GI:378700671,2912305,2912679,376,1,putative PTS enzyme III glucitol
CDS,none,GI:378700672,2912676,2913656,982,1,glucitol/sorbitol-specific phosphotransferase enzyme IIB component
CDS,none,GI:378700673,2913667,2914680,1015,1,putative dehydrogenase
CDS,none,GI:378700674,2914975,2916177,1204,1,putative hexulose 6 phosphate synthase
CDS,hxlA,GI:378700675,2916251,2916886,637,-1,3-hexulose-6-phosphate synthase
CDS,hxlB,GI:378700676,2916910,2917473,565,-1,6-phospho 3-hexuloisomerase
CDS,none,GI:378700677,2917473,2918315,844,-1,putative glucose-6-phosphate isomerase
CDS,ptsG,GI:378700678,2918445,2919986,1543,-1,"PTS system, glucose-specific IIbc component"
CDS,none,GI:378700679,2920209,2921888,1681,1,putative solute-binding protein
CDS,none,GI:378700680,2923005,2923880,877,1,DNA-binding bacteriophage protein
CDS,none,GI:378700681,2924046,2925920,1876,1,putative inner membrane protein
CDS,none,GI:378700682,2926180,2927463,1285,-1,putative inner membrane protein
CDS,none,GI:378700683,2929642,2929908,268,-1,putative transposase
CDS,none,GI:378700684,2930361,2930999,640,-1,hypothetical protein
CDS,none,GI:378700685,2930996,2932978,1984,-1,putative DNA/RNA helicase
CDS,none,GI:378700686,2933257,2933556,301,1,IS3 transposase
CDS,none,GI:378700687,2933553,2934419,868,1,putative transposase
CDS,fljA,GI:378700688,2935199,2935738,541,-1,repressor of phase 1 flagellin gene
CDS,flaG,GI:378700689,2935806,2937326,1522,-1,flagellin
CDS,hin,GI:378700690,2937418,2937990,574,1,DNA-invertase hin
CDS,iroB,GI:378700691,2938953,2940068,1117,1,putative glycosyltransferase
CDS,iroC,GI:378700692,2940149,2943802,3655,1,putative ABC transporter protein
CDS,iroD,GI:378700693,2943912,2945156,1246,1,putative ferric enterochelin esterase
CDS,iroE,GI:378700694,2945188,2946123,937,1,hypothetical protein
CDS,iroN,GI:378700695,2946165,2948345,2182,-1,TonB-dependent outer membrane siderophore receptor protein
CDS,none,GI:378700696,2949378,2950430,1054,-1,hypothetical protein
CDS,virK,GI:378700697,2950949,2951878,931,1,virulence protein
CDS,mig-14,GI:378700698,2952171,2953067,898,1,putative transcriptional regulator
CDS,none,GI:378700699,2953789,2954802,1015,-1,putative cation transporter
CDS,tctE,GI:378700700,2954935,2956350,1417,-1,putative two-component system sensor kinase
CDS,tctD,GI:378700701,2956337,2957011,676,-1,transcriptional regulator
CDS,none,GI:378700702,2957166,2958143,979,1,hypothetical protein
CDS,none,GI:378700703,2958155,2958589,436,1,hypothetical protein
CDS,none,GI:378700704,2958600,2960114,1516,1,hypothetical protein
CDS,csiD,GI:378700705,2960408,2961394,988,1,Protein csiD
CDS,ygaF,GI:378700706,2961420,2962688,1270,1,putative GAB DTP gene cluster repressor
CDS,gabD,GI:378700707,2962710,2964158,1450,1,succinate-semialdehyde dehydrogenase
CDS,gabT,GI:378700708,2964173,2965456,1285,1,4-aminobutyrate aminotransferase
CDS,gabP,GI:378700709,2965586,2966986,1402,1,GabA permease (4-amino butyrate transport carrier)
CDS,ygaE,GI:378700710,2967028,2967705,679,1,putative transcriptional regulator
CDS,ygaU,GI:378700711,2967727,2968176,451,-1,hypothetical protein
CDS,none,GI:378700712,2968276,2968434,160,-1,hypothetical protein
CDS,none,GI:378700713,2968677,2968916,241,1,putative transcriptional regulator
CDS,none,GI:378700714,2968926,2969453,529,1,hypothetical protein
CDS,stpA,GI:378700715,2969801,2970202,403,-1,DNA-binding protein StpA
CDS,none,GI:378700716,2970901,2971350,451,1,hypothetical protein
CDS,none,GI:378700717,2971385,2971735,352,-1,hypothetical protein
CDS,none,GI:378700718,2971885,2972223,340,1,hypothetical protein
CDS,none,GI:378700719,2972307,2973641,1336,-1,putative transcriptional regulator
CDS,none,GI:378700720,2973730,2974161,433,1,hypothetical protein
CDS,none,GI:378700721,2974158,2974334,178,1,hypothetical protein
CDS,nrdH,GI:378700722,2974433,2974678,247,1,putative glutaredoxin
CDS,nrdI,GI:378700723,2974675,2975085,412,1,NrdI protein
CDS,nrdE,GI:378700724,2975058,2977202,2146,1,ribonucleoside-diphosphate reductase 2 alpha chain
CDS,nrdF,GI:378700725,2977213,2978172,961,1,ribonucleoside-diphosphate reductase 2 beta chain
CDS,proV,GI:378700726,2978527,2979729,1204,1,glycine betaine/l-proline transport ATP-binding protein
CDS,proW,GI:378700727,2979722,2980786,1066,1,glycine betaine/L-proline transport system permease protein P
CDS,proX,GI:378700728,2980856,2981851,997,1,glycine betaine-binding periplasmic protein
CDS,none,GI:378700729,2982016,2983200,1186,1,putative transmembrane transport protein
CDS,emrR,GI:378700730,2983697,2984227,532,1,putative transcriptional regulator
CDS,emrA,GI:378700731,2984354,2985526,1174,1,multidrug resistance protein A
CDS,emrB,GI:378700732,2985543,2987081,1540,1,multidrug resistance protein B
CDS,none,GI:378700733,2987130,2988500,1372,-1,putative glycoporin
CDS,luxS,GI:378700734,2988846,2989361,517,-1,S-ribosylhomocysteinase
CDS,gshA,GI:378700735,2989511,2991067,1558,-1,glutamate--cysteine ligase
CDS,none,GI:378700736,2991144,2991569,427,-1,hypothetical protein
CDS,none,GI:378700737,2991566,2992132,568,-1,hypothetical protein
tRNA,none,none,2992506,2992579,75,-1,tRNA-Arg
tRNA,none,none,2992776,2992849,75,-1,tRNA-Arg
tRNA,none,none,2992915,2992988,75,-1,tRNA-Arg
tRNA,none,none,2993054,2993127,75,-1,tRNA-Arg
tRNA,none,none,2993134,2993223,91,-1,tRNA-Ser
CDS,csrA,GI:378700738,2993527,2993712,187,-1,carbon storage regulator
CDS,alaS,GI:378700739,2993947,2996577,2632,-1,alanyl-tRNA synthetase
CDS,oraA,GI:378700740,2996813,2997313,502,-1,Regulatory protein recX
CDS,recA,GI:378700741,2997430,2998491,1063,-1,recombinase A
CDS,none,GI:378700742,2998576,2999073,499,-1,hypothetical protein
CDS,mltB,GI:378700743,2999551,3000630,1081,-1,membrane-bound lytic transglycosylase B
CDS,srlA,GI:378700744,3000884,3001447,565,1,"PTS system, glucitol/sorbitol-specific IIBC component"
CDS,srlE,GI:378700745,3001444,3002415,973,1,"PTS system, glucitol/sorbitol-specific IIBC component"
CDS,srlB,GI:378700746,3002427,3002789,364,1,PTS system glucitol/sorbitol-specific transporter subunit IIA
CDS,gutD,GI:378700747,3002801,3003580,781,1,sorbitol-6-phosphate 2-dehydrogenase (glucitol-6-phosphate dehydrogenase)
CDS,gutM,GI:378700748,3003656,3004015,361,1,glucitol operon activator protein
CDS,srlR,GI:378700749,3004213,3004986,775,1,glucitol operon repressor
CDS,gutQ,GI:378700750,3004979,3005944,967,1,putative phosphosugar binding protein
CDS,ygaA,GI:378700751,3005941,3007461,1522,-1,putative sigma-54-dependent transriptional regulator
CDS,flrD,GI:378700752,3007647,3009086,1441,1,anaerobic nitric oxide reductase flavorubredoxin
CDS,flrR,GI:378700753,3009083,3010216,1135,1,Nitric oxide reductase FlRd-NAD
CDS,hydA,GI:378700754,3010313,3012553,2242,-1,hydrogenase maturation protein
CDS,hydN,GI:378700755,3012699,3013244,547,-1,electron transport protein
CDS,none,GI:378700756,3013445,3014254,811,-1,hypothetical protein
CDS,hycI,GI:378700757,3014281,3014751,472,-1,hydrogenase 3 maturation protease
CDS,hycH,GI:378700758,3014744,3015154,412,-1,formate hydrogenlyase maturation protein
CDS,hycG,GI:378700759,3015151,3015918,769,-1,formate hydrogenlyase subunit 7
CDS,hycF,GI:378700760,3015918,3016460,544,-1,formate hydrogenlyase subunit 6
CDS,hycE,GI:378700761,3016470,3018179,1711,-1,formate hydrogenlyase subunit 5
CDS,hycD,GI:378700762,3018197,3019120,925,-1,formate hydrogenlyase subunit 4
CDS,hycC,GI:378700763,3019123,3020949,1828,-1,formate hydrogenlyase subunit 3
CDS,hycB,GI:378700764,3020949,3021557,610,-1,formate hydrogenlyase subunit 2
CDS,hycA,GI:378700765,3021703,3022164,463,-1,formate hydrogenlyase regulatory protein
CDS,hypA,GI:378700766,3022374,3022730,358,1,hydrogenase nickel incorporation protein HypA
CDS,hypB,GI:378700767,3022799,3023671,874,1,hydrogenase isoenzymes formation protein HypB
CDS,hypC,GI:378700768,3023662,3023934,274,1,hydrogenase isoenzymes formation protein HypC
CDS,hypD,GI:378700769,3023934,3025055,1123,1,hydrogenase expression/formation protein HypD
CDS,hypE,GI:378700770,3025052,3026062,1012,1,hydrogenase isoenzymes formation protein HypE
CDS,fhlA,GI:378700771,3026281,3028359,2080,1,transcriptional activator of the formate hydrogenlyase system
CDS,none,GI:378700772,3028421,3028765,346,-1,hypothetical protein
CDS,sitA,GI:378700773,3028947,3029864,919,1,"Iron transport protein, periplasmic-binding protein"
CDS,sitB,GI:378700774,3029861,3030682,823,1,"Iron transport protein, ATP-binding component"
CDS,sitC,GI:378700775,3030679,3031539,862,1,"Iron transport protein, inner membrane component"
CDS,sitD,GI:378700776,3031530,3032378,850,1,"Iron transport protein, inner membrane component"
CDS,AvrA,GI:378700777,3032477,3033382,907,-1,Avirulence determinant of plant pathogenic bacteria
CDS,sprB,GI:378700778,3033543,3034298,757,-1,AraC family transcriptional regulator
CDS,hilC,GI:378700779,3034683,3035570,889,-1,AraC family transcriptional regulator
CDS,none,GI:378700780,3035915,3036367,454,-1,hypothetical protein
CDS,orgAb,GI:378700781,3036364,3037044,682,-1,oxygen-regulated invasion protein
CDS,orgAa,GI:378700782,3037001,3037600,601,-1,oxygen-regulated invasion protein
CDS,prgK,GI:378700783,3037572,3038330,760,-1,type III secretion system apparatus
CDS,prgJ,GI:378700784,3038327,3038632,307,-1,type III secretion system apparatus
CDS,prgI,GI:378700785,3038651,3038893,244,-1,type III secretion system apparatus
CDS,prgH,GI:378700786,3038918,3040096,1180,-1,type III secretion apparatus component
CDS,hilD,GI:378700787,3040412,3041341,931,1,AraC family transcriptional regulator
CDS,hilA,GI:378700788,3042432,3044093,1663,1,invasion protein regulator
CDS,iagB,GI:378700789,3044111,3044593,484,1,cell invasion protein
CDS,stpA,GI:378700790,3044647,3046278,1633,-1,tyrosine phosphatase (associated with virulence)
CDS,sicP,GI:378700791,3046265,3046657,394,-1,chaperone (associated with virulence)
CDS,sipF,GI:378700792,3046988,3047236,250,-1,acyl carrier protein
CDS,sipA,GI:378700793,3047255,3049312,2059,-1,pathogenicity island 1 effector protein
CDS,sipD,GI:378700794,3049331,3050362,1033,-1,pathogenicity island 1 effector protein
CDS,sipC,GI:378700795,3050433,3051662,1231,-1,pathogenicity island 1 effector protein
CDS,sipB,GI:378700796,3051690,3053471,1783,-1,pathogenicity island 1 effector protein
CDS,spaT,GI:378700797,3053474,3053971,499,-1,type III secretion-associated chaperone
CDS,spaS,GI:378700798,3054109,3055179,1072,-1,type III secretion system secretory apparatus
CDS,spaR,GI:378700799,3055166,3055957,793,-1,type III secretion system secretory apparatus
CDS,spaQ,GI:378700800,3055961,3056221,262,-1,type III secretion system secretory apparatus
CDS,spaP,GI:378700801,3056247,3056921,676,-1,type III secretion system secretory apparatus
CDS,spaO,GI:378700802,3056911,3057822,913,-1,surface presentation of antigens protein (associated with type III secretion and virulence)
CDS,invJ,GI:378700803,3057822,3058832,1012,-1,surface presentation of antigens protein (associated with type III secretion and virulence)
CDS,invI,GI:378700804,3058832,3059275,445,-1,type III secretion system secretory apparatus
CDS,invC,GI:378700805,3059253,3060548,1297,-1,secretory apparatus ATP synthase (associated with virulence)
CDS,invB,GI:378700806,3060545,3060952,409,-1,chaperone protein for type III secretion system effectors
CDS,invA,GI:378700807,3060976,3063033,2059,-1,secretory apparatus of type III secretion system
CDS,invE,GI:378700808,3063058,3064176,1120,-1,cell invasion protein
CDS,invG,GI:378700809,3064173,3065861,1690,-1,type III secretion system secretory apparatus
CDS,invF,GI:378700810,3065858,3066508,652,-1,AraC family regulatory protein
CDS,invH,GI:378700811,3066965,3067408,445,1,outer membrane lipoprotein
CDS,none,GI:378700812,3067839,3068288,451,1,pathogenicity island 1 protein
CDS,none,GI:378700813,3068273,3068620,349,1,pathogenicity island 1 protein
CDS,none,GI:378700814,3068893,3069219,328,-1,pathogenicity island 1 protein
CDS,none,GI:378700815,3069460,3069567,109,1,pathogenicity island 1 protein
CDS,none,GI:378700816,3069908,3070198,292,1,pathogenicity island 1 protein
CDS,none,GI:378700817,3070195,3070722,529,1,pathogenicity island 1 protein
CDS,none,GI:378700818,3071347,3072003,658,1,serine/threonine protein phosphatase
CDS,none,GI:378700819,3072175,3072696,523,-1,hypothetical protein
CDS,mutS,GI:378700820,3072897,3075422,2527,1,DNA mismatch repair protein
CDS,none,GI:378700821,3075478,3075858,382,-1,hypothetical protein
CDS,none,GI:378700822,3075855,3077063,1210,-1,membrane transport protein
CDS,none,GI:378700823,3077151,3078083,934,1,LysR family transcriptional regulator
CDS,none,GI:378700824,3078125,3079621,1498,-1,permease
CDS,none,GI:378700825,3079618,3080568,952,-1,hypothetical protein
CDS,hyi,GI:378700826,3080608,3081369,763,-1,putative hydroxypyruvate isomerase
CDS,none,GI:378700827,3081374,3082012,640,-1,sugar aldolase
