id,gene,gene_function,sub_class,class,source_organism,1st_blast_match,1st_blast_cov,2nd_blast_match,2nd_blast_cov,3rd_blast_match,3rd_blast_cov
Mcopp-g0297_pcoF,pcoF,Promoter of copper resistance operon pcoABCDRSE,Copper (Cu),Metals,Cupriavidus metallidurans,Mcopp-g0298_pcoG,92,NA,NA,NA,NA
Mcopp-g0298_pcoG,pcoG,Copper resistance protein,Copper (Cu),Metals,Cupriavidus metallidurans,Mcopp-g0297_pcoF,100,NA,NA,NA,NA
Mcopp-g0299_cusA,cusA,Multi-metal RND efflux pumps,"Copper (Cu), Silver (Ag) resistance",Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mcopp-g0300_cusB,cusB,Multi-metal RND efflux pumps,"Copper (Cu), Silver (Ag) resistance",Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mcopp-g0301_cusC,cusC,Multi-metal RND efflux pumps,"Copper (Cu), Silver (Ag) resistance",Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mcopp-g0302_cusC,cusC,Multi-metal RND efflux pumps,"Copper (Cu), Silver (Ag) resistance",Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mcopp-g0303_cusC,cusC,Multi-metal RND efflux pumps,"Copper (Cu), Silver (Ag) resistance",Metals,Pseudomonas sp. KBS0802,NA,NA,NA,NA,NA,NA
Mcopp-g0304_cusF,cusF,"Copper/silver efflux RND transporter, periplasmic protein CusF","Copper (Cu), Silver (Ag) resistance",Metals,Pseudomonas sp.,NA,NA,NA,NA,NA,NA
Mcopp-g0305_cusR,cusR,Multi-metal RND efflux regulator,"Copper (Cu), Silver (Ag) resistance",Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mcopp-g0306_cusR,cusR,Multi-metal RND efflux regulator,"Copper (Cu), Silver (Ag) resistance",Metals,Synechococcus elongatus PCC 7942 = FACHB-805,NA,NA,NA,NA,NA,NA
Mcopp-g0307_cusS,cusS,Copper sensory histidine kinase CusS - mutation induces endogenous Silver resistance,"Copper (Cu), Silver (Ag) resistance",Metals,Cupriavidus metallidurans CH34,Mcopp-g0308_silA,100,NA,NA,NA,NA
Mcopp-g0308_silA,silA,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,Copper and silver resistance,Metals,Cupriavidus gilardii,Mcopp-g0307_cusS,100,NA,NA,NA,NA
Mcopp-g0309_silA,silA,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,Copper and silver resistance,Metals,Escherichia coli O157:H7,NA,NA,NA,NA,NA,NA
Mcopp-g0310_silB,silB,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,Copper and silver resistance,Metals,Synechocystis sp. IPPAS B-1465,NA,NA,NA,NA,NA,NA
Mcopp-g0311_silC,silC,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,Copper and silver resistance,Metals,Rhodococcus rhodochrous,NA,NA,NA,NA,NA,NA
Mcopp-g0312_silC,silC,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,Copper and silver resistance,Metals,Salmonella enterica,NA,NA,NA,NA,NA,NA
Mcopp-g0313_silC,silC,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,Copper and silver resistance,Metals,Salmonella enterica,NA,NA,NA,NA,NA,NA
Mcopp-g0314_silE,silE,silver-binding protein SilE,Copper and silver resistance,Metals,Escherichia coli,Mmult-g0677_troB,100,Mmult-g0678_troC,99.559,Mmult-g0676_troA,97.357
Mcopp-g0315_silE,silE,silver-binding protein SilE,Copper and silver resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mcopp-g0316_silE,silE,silver-binding protein SilE,Copper and silver resistance,Metals,Klebsiella pneumoniae,NA,NA,NA,NA,NA,NA
Mcopp-g0317_silF,silF,"Copper/silver efflux RND transporter, periplasmic protein SilF",Copper and silver resistance,Metals,Atlantibacter hermannii,Mcopp-g0318_silF,99,NA,NA,NA,NA
Mcopp-g0318_silF,silF,"Copper/silver efflux RND transporter, periplasmic protein SilF",Copper and silver resistance,Metals,Escherichia coli;Escherichia coli ETEC H10407,Mcopp-g0317_silF,99,NA,NA,NA,NA
Mcopp-g0319_silF,silF,"Copper/silver efflux RND transporter, periplasmic protein SilF",Copper and silver resistance,Metals,Atlantibacter hermannii,Mcopp-g0320_silF,100,NA,NA,NA,NA
Mcopp-g0320_silF,silF,"Copper/silver efflux RND transporter, periplasmic protein SilF",Copper and silver resistance,Metals,Escherichia coli;Escherichia coli ETEC H10407,Mcopp-g0319_silF,100,NA,NA,NA,NA
Mcopp-g0321_silF,silF,"Copper/silver efflux RND transporter, periplasmic protein SilF",Copper and silver resistance,Metals,Escherichia coli,Mcopp-g0323_silP,100,Mcopp-g0322_silP,97.475,NA,NA
Mcopp-g0322_silP,silP,"Pb, Ca, Zn, Ag, Co, Hg-transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5) (EC 3.6.3.4)",Copper and silver resistance,Metals,Klebsiella pneumoniae,Mcopp-g0321_silF,100,Mcopp-g0323_silP,97.186,NA,NA
Mcopp-g0323_silP,silP,"Pb, Ca, Zn, Ag, Co, Hg-transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5) (EC 3.6.3.4)",Copper and silver resistance,Metals,Escherichia coli,Mcopp-g0321_silF,82,Mcopp-g0322_silP,97.186,Mmult-g0676_troA,100
Mcopp-g0324_silP,silP,"Pb, Ca, Zn, Ag, Co, Hg-transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5) (EC 3.6.3.4)",Copper and silver resistance,Metals,Rhizobium leguminosarum bv. viciae,NA,NA,NA,NA,NA,NA
Mcopp-g0325_silP,silP,"Pb, Ca, Zn, Ag, Co, Hg-transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5) (EC 3.6.3.4)",Copper and silver resistance,Metals,Shigella sonnei,NA,NA,NA,NA,NA,NA
Mcopp-g0326_silR,silR,Copper-sensing two-component system response regulator SilR,Copper and silver resistance,Metals,Pseudomonas syringae pv. tomato,NA,NA,NA,NA,NA,NA
Mcopp-g0327_silR,silR,Copper-sensing two-component system response regulator SilR,Copper and silver resistance,Metals,Pseudomonas aeruginosa,NA,NA,NA,NA,NA,NA
Mcopp-g0328_silR,silR,Copper-sensing two-component system response regulator SilR,Copper and silver resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mcopp-g0329_silR,silR,Copper-sensing two-component system response regulator SilR,Copper and silver resistance,Metals,Xanthomonas arboricola pv. juglandis,NA,NA,NA,NA,NA,NA
Mcopp-g0330_silS,silS,Copper sensory histidine kinase SilS,Copper and silver resistance,Metals,Escherichia coli K-12,Mcopp-g0331_silS,100,Mcopp-g0335_bhsA,99.531,NA,NA
Mcopp-g0331_silS,silS,Copper sensory histidine kinase SilS,Copper and silver resistance,Metals,Escherichia coli,Mcopp-g0330_silS,100,Mcopp-g0335_bhsA,99.531,NA,NA
Mcopp-g0332_silS,silS,Copper sensory histidine kinase SilS,Copper and silver resistance,Metals,Aeromonas veronii bv. sobria,NA,NA,NA,NA,NA,NA
Mcopp-g0333_silS,silS,Copper sensory histidine kinase SilS,Copper and silver resistance,Metals,Xanthomonas euvesicatoria,NA,NA,NA,NA,NA,NA
Mcopp-g0334_actpC,actpC,Copper resistance protein,Copper resistance,Metals,Achromobacter sp. AO22,NA,NA,NA,NA,NA,NA
Mcopp-g0335_bhsA,bhsA,Copper resistance regulator,Copper resistance,Metals,Escherichia coli,Mcopp-g0331_silS,100,Mcopp-g0330_silS,99.531,NA,NA
Mcopp-g0336_bind,bind,copper-binding protein CopB,Copper resistance,Metals,Enterococcus hirae,NA,NA,NA,NA,NA,NA
Mcopp-g0337_cinA,cinA,Copper resistance protein,Copper resistance,Metals,Helicobacter pylori,Mcopp-g0413_cutA,100,NA,NA,NA,NA
Mcopp-g0338_comR,comR,Copper resistance regulator,Copper resistance,Metals,Bacillus subtilis subsp. subtilis str. 168,NA,NA,NA,NA,NA,NA
Mcopp-g0339_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Archaeoglobus fulgidus DSM 8774,NA,NA,NA,NA,NA,NA
Mcopp-g0340_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Helicobacter felis ATCC 49179,NA,NA,NA,NA,NA,NA
Mcopp-g0341_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Xanthomonas citri pv. citri,Mcopp-g0342_copA,100,NA,NA,NA,NA
Mcopp-g0342_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Xanthomonas perforans,Mcopp-g0341_copA,100,NA,NA,NA,NA
Mcopp-g0343_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Enterococcus hirae,NA,NA,NA,NA,NA,NA
Mcopp-g0344_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Aeromonas veronii bv. sobria,NA,NA,NA,NA,NA,NA
Mcopp-g0345_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Pseudomonas putida,NA,NA,NA,NA,NA,NA
Mcopp-g0346_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Achromobacter sp. AO22,NA,NA,NA,NA,NA,NA
Mcopp-g0347_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Archaeoglobus fulgidus DSM 8774,NA,NA,NA,NA,NA,NA
Mcopp-g0348_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Pseudomonas syringae pv. tomato,NA,NA,NA,NA,NA,NA
Mcopp-g0349_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Aeromonas dhakensis,NA,NA,NA,NA,NA,NA
Mcopp-g0350_copA,copA,Cu+ P-type ATPase CopA,Copper resistance,Metals,Xanthomonas euvesicatoria,NA,NA,NA,NA,NA,NA
Mcopp-g0351_copB,copB,Copper-binding protein CopB,Copper resistance,Metals,Pseudomonas putida,NA,NA,NA,NA,NA,NA
Mcopp-g0352_copB,copB,Copper-binding protein CopB,Copper resistance,Metals,Pseudomonas amygdali pv. tabaci str. ATCC 11528,NA,NA,NA,NA,NA,NA
Mcopp-g0353_copB,copB,Copper-binding protein CopB,Copper resistance,Metals,Pseudomonas sp. J380,NA,NA,NA,NA,NA,NA
Mcopp-g0354_copB,copB,Copper-binding protein CopB,Copper resistance,Metals,Stenotrophomonas maltophilia,NA,NA,NA,NA,NA,NA
Mcopp-g0355_copB,copB,Copper-binding protein CopB,Copper resistance,Metals,Stenotrophomonas maltophilia,NA,NA,NA,NA,NA,NA
Mcopp-g0356_copB,copB,Copper-binding protein CopB,Copper resistance,Metals,Pseudomonas syringae,NA,NA,NA,NA,NA,NA
Mcopp-g0357_copB,copB,Copper-binding protein CopB,Copper resistance,Metals,Pseudomonas syringae pv. tomato,NA,NA,NA,NA,NA,NA
Mcopp-g0358_copC,copC,Copper resistance protein CopC,Copper resistance,Metals,Pseudomonas putida,NA,NA,NA,NA,NA,NA
Mcopp-g0359_copC,copC,Copper resistance protein CopC,Copper resistance,Metals,Pseudomonas fluorescens,NA,NA,NA,NA,NA,NA
Mcopp-g0360_copC,copC,Copper resistance protein CopC,Copper resistance,Metals,Xanthomonas citri pv. citri,NA,NA,NA,NA,NA,NA
Mcopp-g0361_copC,copC,Copper resistance protein CopC,Copper resistance,Metals,Achromobacter sp. AO22,NA,NA,NA,NA,NA,NA
Mcopp-g0362_copC,copC,Copper resistance protein CopC,Copper resistance,Metals,Stenotrophomonas maltophilia,NA,NA,NA,NA,NA,NA
Mcopp-g0363_copC,copC,Copper resistance protein CopC,Copper resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mcopp-g0364_copC,copC,Copper resistance protein CopC,Copper resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mcopp-g0365_copD,copD,Copper resistance protein CopD,Copper resistance,Metals,Stenotrophomonas acidaminiphila,Mcopp-g0367_copD,88,Mcopp-g0366_copD,93.333,NA,NA
Mcopp-g0366_copD,copD,Copper resistance protein CopD,Copper resistance,Metals,Xanthomonas citri pv. citri,Mcopp-g0365_copD,100,Mcopp-g0367_copD,92.954,NA,NA
Mcopp-g0367_copD,copD,Copper resistance protein CopD,Copper resistance,Metals,Stenotrophomonas acidaminiphila,Mcopp-g0365_copD,100,Mcopp-g0366_copD,92.954,NA,NA
Mcopp-g0368_copD,copD,Copper resistance protein CopD,Copper resistance,Metals,Xanthomonas citri pv. citri,NA,NA,NA,NA,NA,NA
Mcopp-g0369_copD,copD,Copper resistance protein CopD,Copper resistance,Metals,Synechocystis sp. IPPAS B-1465,NA,NA,NA,NA,NA,NA
Mcopp-g0370_copF,copF,Copper resistance protein CopD,Copper resistance,Metals,Helicobacter felis ATCC 49179,NA,NA,NA,NA,NA,NA
Mcopp-g0371_copG,copG,Copper resistance protein CopD,Copper resistance,Metals,Helicobacter pylori,Mcopp-g0414_cutC,97,Mcopp-g0417_cutF,94.527,Mcopp-g0416_cutE,95.361
Mcopp-g0372_copG,copG,Copper resistance protein CopD,Copper resistance,Metals,Pseudomonas syringae pv. tomato,NA,NA,NA,NA,NA,NA
Mcopp-g0373_copJ,copJ,Copper resistance protein CopD,Copper resistance,Metals,Pseudomonas fluorescens,Mcopp-g0374_copK,52,NA,NA,NA,NA
Mcopp-g0374_copK,copK,Copper resistance protein CopD,Copper resistance,Metals,Xanthomonas euvesicatoria,Mcopp-g0373_copJ,52,NA,NA,NA,NA
Mcopp-g0375_copL,copL,Copper resistance protein CopD,Copper resistance,Metals,Saccharolobus solfataricus,NA,NA,NA,NA,NA,NA
Mcopp-g0376_copL,copL,Copper resistance protein CopD,Copper resistance,Metals,Achromobacter sp. AO22,Mcopp-g0381_copP,4,NA,NA,NA,NA
Mcopp-g0377_copL,copL,Copper resistance protein CopD,Copper resistance,Metals,Xanthomonas citri pv. citri,NA,NA,NA,NA,NA,NA
Mcopp-g0378_copM,copM,Copper resistance protein CopD,Copper resistance,Metals,Pseudomonas syringae,NA,NA,NA,NA,NA,NA
Mcopp-g0379_copM,copM,Copper resistance protein CopD,Copper resistance,Metals,Pseudomonas fluorescens,NA,NA,NA,NA,NA,NA
Mcopp-g0380_copP,copP,Copper-binding metallochaperone CopP,Copper resistance,Metals,Xanthomonas euvesicatoria,NA,NA,NA,NA,NA,NA
Mcopp-g0381_copP,copP,Copper-binding metallochaperone CopP,Copper resistance,Metals,Achromobacter sp. AO22,Mcopp-g0376_copL,2,NA,NA,NA,NA
Mcopp-g0382_copR,copR,Heavy metal response regulator transcription factor CopR,Copper resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mcopp-g0383_copR,copR,Heavy metal response regulator transcription factor CopR,Copper resistance,Metals,Enterococcus hirae,NA,NA,NA,NA,NA,NA
Mcopp-g0384_copR,copR,Heavy metal response regulator transcription factor CopR,Copper resistance,Metals,Staphylococcus aureus,NA,NA,NA,NA,NA,NA
Mcopp-g0385_copR,copR,Heavy metal response regulator transcription factor CopR,Copper resistance,Metals,Bacillus subtilis subsp. subtilis str. 168,NA,NA,NA,NA,NA,NA
Mcopp-g0386_copR,copR,Heavy metal response regulator transcription factor CopR,Copper resistance,Metals,Enterococcus hirae,NA,NA,NA,NA,NA,NA
Mcopp-g0387_copR,copR,Heavy metal response regulator transcription factor CopR,Copper resistance,Metals,Myxococcus xanthus,NA,NA,NA,NA,NA,NA
Mcopp-g0388_copS,copS,Copper resistance membrane spanning protein CopS,Copper resistance,Metals,Myxococcus xanthus,NA,NA,NA,NA,NA,NA
Mcopp-g0389_copS,copS,Copper resistance membrane spanning protein CopS,Copper resistance,Metals,Helicobacter pylori,NA,NA,NA,NA,NA,NA
Mcopp-g0390_copS,copS,Copper resistance membrane spanning protein CopS,Copper resistance,Metals,Helicobacter pylori,NA,NA,NA,NA,NA,NA
Mcopp-g0391_copS,copS,Copper resistance membrane spanning protein CopS,Copper resistance,Metals,Helicobacter pylori,Mcopp-g0392_copV,100,NA,NA,NA,NA
Mcopp-g0392_copV,copV,Copper resistance protein,Copper resistance,Metals,Helicobacter pylori,Mcopp-g0391_copS,100,NA,NA,NA,NA
Mcopp-g0393_copY,copY,Copper resistance regulator,Copper resistance,Metals,Helicobacter pylori,NA,NA,NA,NA,NA,NA
Mcopp-g0394_copZ,copZ,Copper resistance regulator,Copper resistance,Metals,Bacillus subtilis subsp. subtilis str. 168,NA,NA,NA,NA,NA,NA
Mcopp-g0395_copZ,copZ,Copper resistance regulator,Copper resistance,Metals,Mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA
Mcopp-g0396_copZ,copZ,Copper resistance regulator,Copper resistance,Metals,Mycobacterium tuberculosis,Mcopp-g0397_corR,97,NA,NA,NA,NA
Mcopp-g0397_corR,corR,Copper resistance regulator,Copper resistance,Metals,Mycobacterium tuberculosis,Mcopp-g0396_copZ,100,NA,NA,NA,NA
Mcopp-g0398_corS,corS,Copper resistance regulator,Copper resistance,Metals,Pseudomonas sp. B10,NA,NA,NA,NA,NA,NA
Mcopp-g0399_crdA,crdA,Copper resistance protein,Copper resistance,Metals,Escherichia coli,MUbio-g0804_tehA,76,MUbio-g0803_sitD,79.389,NA,NA
Mcopp-g0400_crdB,crdB,Copper resistance protein,Copper resistance,Metals,Salmonella enterica,NA,NA,NA,NA,NA,NA
Mcopp-g0401_crdR,crdR,Copper resistance regulator,Copper resistance,Metals,Bacillus subtilis,NA,NA,NA,NA,NA,NA
Mcopp-g0402_crdR,crdR,Copper resistance regulator,Copper resistance,Metals,Shigella sonnei,NA,NA,NA,NA,NA,NA
Mcopp-g0403_crdS,crdS,Copper resistance regulator,Copper resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mcopp-g0404_csoR,csoR,Copper resistance regulator,Copper resistance,Metals,Escherichia coli,Mcopp-g0405_ctpG,100,NA,NA,NA,NA
Mcopp-g0405_ctpG,ctpG,Copper resistance protein,Copper resistance,Metals,Escherichia coli,Mcopp-g0404_csoR,100,NA,NA,NA,NA
Mcopp-g0406_ctpV,ctpV,Copper resistance protein,Copper resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mcopp-g0407_ctpV,ctpV,Copper resistance protein,Copper resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mcopp-g0408_cueA,cueA,copper resistance metal-translocating P1-type ATPase CueA,Copper resistance,Metals,Rhodobacter capsulatus SB 1003,NA,NA,NA,NA,NA,NA
Mcopp-g0409_cueO,cueO,Copper resistance protein,Copper resistance,Metals,Rhodobacter capsulatus SB 1003,NA,NA,NA,NA,NA,NA
Mcopp-g0410_cueP,cueP,Copper resistance protein,Copper resistance,Metals,Mycobacterium tuberculosis,Mcopp-g0411_cueR,100,NA,NA,NA,NA
Mcopp-g0411_cueR,cueR,Copper resistance regulator,Copper resistance,Metals,Mycobacterium tuberculosis,Mcopp-g0410_cueP,100,NA,NA,NA,NA
Mcopp-g0412_cueR,cueR,Copper resistance regulator,Copper resistance,Metals,Salmonella enterica,NA,NA,NA,NA,NA,NA
Mcopp-g0413_cutA,cutA,Copper resistance protein,Copper resistance,Metals,Helicobacter pylori,Mcopp-g0337_cinA,100,NA,NA,NA,NA
Mcopp-g0414_cutC,cutC,Copper resistance protein,Copper resistance,Metals,Helicobacter pylori,Mcopp-g0416_cutE,100,Mcopp-g0415_cutC,97.015,Mcopp-g0371_copG,97.423
Mcopp-g0415_cutC,cutC,Copper resistance protein,Copper resistance,Metals,Helicobacter pylori,Mcopp-g0416_cutE,100,Mcopp-g0414_cutC,97.015,Mcopp-g0371_copG,95.361
Mcopp-g0416_cutE,cutE,Copper resistance protein,Copper resistance,Metals,Helicobacter pylori,Mcopp-g0415_cutC,100,Mcopp-g0414_cutC,97.015,Mcopp-g0371_copG,95.361
Mcopp-g0417_cutF,cutF,Copper resistance protein,Copper resistance,Metals,Helicobacter pylori,Mcopp-g0371_copG,100,Mcopp-g0416_cutE,94.845,Mcopp-g0415_cutC,94.845
Mcopp-g0418_cutO,cutO,Copper resistance protein,Copper resistance,Metals,Staphylococcus aureus,NA,NA,NA,NA,NA,NA
Mcopp-g0419_cutR,cutR,Copper resistance protein,Copper resistance,Metals,Mycobacterium tuberculosis,Mcopp-g0420_dnaK,98,NA,NA,NA,NA
Mcopp-g0420_dnaK,dnaK,Copper resistance protein,Copper resistance,Metals,Mycobacterium tuberculosis,Mcopp-g0419_cutR,100,NA,NA,NA,NA
Mcopp-g0421_dnaK,dnaK,Copper resistance protein,Copper resistance,Metals,Mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA
Mcopp-g0422_golT,golT,gold/copper-translocating P-type ATPase GolT,Copper resistance,Metals,Salmonella enterica,NA,NA,NA,NA,NA,NA
Mcopp-g0423_hpcopA,hpcopA,Copper resistance protein,Copper resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mcopp-g0424_hpcopP,hpcopP,Copper resistance protein,Copper resistance,Metals,Xanthomonas arboricola pv. juglandis,NA,NA,NA,NA,NA,NA
Mcopp-g0425_hpcopP,hpcopP,Copper resistance protein,Copper resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mcopp-g0426_hpcopP,hpcopP,Copper resistance protein,Copper resistance,Metals,Xanthomonas arboricola pv. juglandis,NA,NA,NA,NA,NA,NA
Mcopp-g0427_hpcopP,hpcopP,Copper resistance protein,Copper resistance,Metals,Citrobacter youngae,NA,NA,NA,NA,NA,NA
Mcopp-g0428_mco,mco,multi-copper oxidase Mco,Copper resistance,Metals,Xanthomonas arboricola pv. juglandis,NA,NA,NA,NA,NA,NA
Mcopp-g0429_mctB,mctB,Copper resistance protein,Copper resistance,Metals,Salmonella enterica subsp. enterica serovar Brandenburg,NA,NA,NA,NA,NA,NA
Mcopp-g0430_mctB,mctB,Copper resistance protein,Copper resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mcopp-g0431_mmcO,mmcO,Copper resistance protein,Copper resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mcopp-g0432_pcoA,pcoA,multicopper oxidase PcoA,Copper resistance,Metals,Mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA
Mcopp-g0433_pcoB,pcoB,copper-binding protein PcoB,Copper resistance,Metals,Enterococcus faecium,NA,NA,NA,NA,NA,NA
Mcopp-g0434_pcoB,pcoB,copper-binding protein PcoB,Copper resistance,Metals,Enterococcus faecium,NA,NA,NA,NA,NA,NA
Mcopp-g0435_pcoC,pcoC,copper resistance system metallochaperone PcoC,Copper resistance,Metals,Enterococcus faecium,NA,NA,NA,NA,NA,NA
Mcopp-g0436_pcoC,pcoC,copper resistance system metallochaperone PcoC,Copper resistance,Metals,Enterococcus faecium,NA,NA,NA,NA,NA,NA
Mcopp-g0437_pcoD,pcoD,copper resistance inner membrane protein PcoD,Copper resistance,Metals,Bacillus subtilis,Mcopp-g0438_pcoD,100,NA,NA,NA,NA
Mcopp-g0438_pcoD,pcoD,copper resistance inner membrane protein PcoD,Copper resistance,Metals,Bacillus subtilis subsp. subtilis str. 168,Mcopp-g0437_pcoD,100,NA,NA,NA,NA
Mcopp-g0439_pcoE,pcoE,copper resistance system metallochaperone PcoE,Copper resistance,Metals,Bacillus subtilis subsp. subtilis str. 168,NA,NA,NA,NA,NA,NA
Mcopp-g0440_pcoR,pcoR,copper response regulator transcription factor PcoR,Copper resistance,Metals,Bacillus subtilis subsp. subtilis str. 168,NA,NA,NA,NA,NA,NA
Mcopp-g0441_pcoS,pcoS,copper resistance membrane spanning protein PcoS,Copper resistance,Metals,Bacillus subtilis subsp. subtilis str. 168,NA,NA,NA,NA,NA,NA
Mcopp-g0442_ricR,ricR,Copper resistance regulator,Copper resistance,Metals,Salmonella enterica,NA,NA,NA,NA,NA,NA
Mcopp-g0443_tcrA,tcrA,Copper resistance protein,Copper resistance,Metals,Mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA
Mcopp-g0444_tcrB,tcrB,copper-translocating P-type ATPase TcrB,Copper resistance,Metals,Mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA
Mcopp-g0445_tcrY,tcrY,Copper resistance protein,Copper resistance,Metals,Mycobacterium tuberculosis,Mcopp-g0446_tcrZ,100,NA,NA,NA,NA
Mcopp-g0446_tcrZ,tcrZ,Copper resistance protein,Copper resistance,Metals,Mycobacterium tuberculosis,Mcopp-g0445_tcrY,98,NA,NA,NA,NA
Mcopp-g0447_ycnJ,ycnJ,Copper resistance protein,Copper resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mcopp-g0448_ycnJ,ycnJ,Copper resistance protein,Copper resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mcopp-g0449_ycnK,ycnK,Copper resistance regulator,Copper resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mcopp-g0450_yfmO,yfmO,Copper resistance protein,Copper resistance,Metals,Herbaspirillum seropedicae,NA,NA,NA,NA,NA,NA
Mcopp-g0451_yfmP,yfmP,Copper resistance regulator,Copper resistance,Metals,Achromobacter xylosoxidans A8,NA,NA,NA,NA,NA,NA
Mgold-g0452_golS,golS,Au(I) sensor transcriptional regulator GolS,Gold resistance,Metals,Bacillus cereus,NA,NA,NA,NA,NA,NA
Miron-g0453_acN,acN,Iron resistance protein,Iron resistance,Metals,Acidithiobacillus ferrooxidans,Miron-g0455_furA,82,Mlead-g0458_pbrB,83.454,Mlead-g0461_pbrT,82.324
Miron-g0454_bfrA,bfrA,Iron resistance protein,Iron resistance,Metals,Pseudomonas sp. K-62,NA,NA,NA,NA,NA,NA
Miron-g0455_furA,furA,Iron resistance regulator,Iron resistance,Metals,Stutzerimonas stutzeri,Mlead-g0458_pbrB,99,Mlead-g0461_pbrT,81.899,Miron-g0453_acN,83.525
Miron-g0456_furA,furA,Iron resistance regulator,Iron resistance,Metals,Tenacibaculum discolor,NA,NA,NA,NA,NA,NA
Mlead-g0457_pbrA,pbrA,Lead P-type ATPase transporter,Lead resistance,Metals,Staphylococcus aureus,NA,NA,NA,NA,NA,NA
Mlead-g0458_pbrB,pbrB,Lead P-type ATPase transporter,Lead resistance,Metals,Pseudomonas putida,Miron-g0455_furA,99,Mlead-g0461_pbrT,81.075,Miron-g0453_acN,83.454
Mlead-g0459_pbrD,pbrD,Lead P-type ATPase transporter (partial gene),Lead resistance,Metals,Escherichia coli O157:H7,Mlead-g0458_pbrB,99,Miron-g0455_furA,91.011,Mlead-g0461_pbrT,87.151
Mlead-g0460_pbrR,pbrR,Lead P-type ATPase regulator (partial gene),Lead resistance,Metals,Escherichia coli O157:H7,Mlead-g0458_pbrB,100,Miron-g0455_furA,86.421,Mmerc-g0462_merA,79.961
Mlead-g0461_pbrT,pbrT,Lead P-type ATPase transporter,Lead resistance,Metals,Escherichia coli,Mmerc-g0462_merA,73,Miron-g0455_furA,81.899,Mlead-g0458_pbrB,81.075
Mmerc-g0462_merA,merA,mercury(II) reductase,Mercury resistance,Metals,Escherichia coli,Mlead-g0461_pbrT,99,Miron-g0455_furA,79.217,Mlead-g0458_pbrB,78.492
Mmerc-g0463_merA,merA,mercury(II) reductase,Mercury resistance,Metals,Staphylococcus aureus,NA,NA,NA,NA,NA,NA
Mmerc-g0464_merA,merA,mercury(II) reductase,Mercury resistance,Metals,Escherichia coli O157:H7,Mmerc-g0472_merB,100,NA,NA,NA,NA
Mmerc-g0465_merA,merA,mercury(II) reductase,Mercury resistance,Metals,Pseudomonas sp. K-62,NA,NA,NA,NA,NA,NA
Mmerc-g0466_merA,merA,mercury(II) reductase,Mercury resistance,Metals,Ralstonia mannitolilytica,NA,NA,NA,NA,NA,NA
